image_id,dataset,gt_count,yolo_pred_count,yolo_tp,yolo_fp,yolo_fn,yolo_precision,yolo_recall,yolo_f1,yolo_success_label,yolo_failure_label,yolo_success,yolo_failure,mean_confidence,max_confidence,min_confidence,std_confidence,num_low_confidence,num_high_confidence,num_low_conf,num_high_conf,dino_knn_distance,dino_centroid_distance,dino_ood_score,domain_familiarity_score,brightness,contrast,sharpness,edge_density,image_brightness,image_contrast,image_sharpness,image_edge_density,dino_sam_f1,dino_sam_defect_count,dino_sam_severity
India_000316,RDD2022_India,7,0,0,0,7,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8892,0.9956,1.0,0.0,153.9579,46.373,255.9934,0.0277,153.9579,46.373,255.9934,0.0277,0.0,2,0.5147
India_000317,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8489,0.9515,1.0,0.0,137.5892,43.3396,296.9665,0.0326,137.5892,43.3396,296.9665,0.0326,0.0,1,0.5852
India_000319,RDD2022_India,2,1,1,0,1,1.0,0.5,0.6667,1,0,1,0,0.5715,0.5715,0.5715,0.0,0,0,0,0,0.8266,0.9255,1.0,0.0,136.9651,72.6788,1012.1411,0.0574,136.9651,72.6788,1012.1411,0.0574,0.0,3,0.7547
India_000320,RDD2022_India,2,1,1,0,1,1.0,0.5,0.6667,1,0,1,0,0.3325,0.3325,0.3325,0.0,1,0,1,0,0.8044,0.8936,1.0,0.0,144.9861,70.1768,260.5849,0.0223,144.9861,70.1768,260.5849,0.0223,0.0,1,0.5695
India_000323,RDD2022_India,4,1,0,1,4,0.0,0.0,0.0,0,1,0,1,0.3411,0.3411,0.3411,0.0,1,0,1,0,0.8706,0.9744,1.0,0.0,135.6226,52.6188,662.5676,0.0431,135.6226,52.6188,662.5676,0.0431,0.0,0,0.0
India_000329,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8982,1.0267,1.0,0.0,119.7159,71.345,386.1097,0.0452,119.7159,71.345,386.1097,0.0452,0.0,1,0.5679
India_000330,RDD2022_India,1,2,0,2,1,0.0,0.0,0.0,0,1,0,1,0.3733,0.4481,0.2986,0.0748,1,0,1,0,0.815,0.8856,1.0,0.0,152.2872,47.0976,481.8052,0.0424,152.2872,47.0976,481.8052,0.0424,0.0,2,0.7632
India_000335,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.851,0.9392,1.0,0.0,118.1879,78.9846,516.8233,0.0395,118.1879,78.9846,516.8233,0.0395,0.0,3,0.6724
India_000343,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8335,0.8968,1.0,0.0,135.6014,73.8784,428.4427,0.0408,135.6014,73.8784,428.4427,0.0408,0.0,1,0.4436
India_000348,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8375,0.9295,1.0,0.0,126.5957,91.1036,509.1697,0.0436,126.5957,91.1036,509.1697,0.0436,0.0,3,0.8014
India_000350,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8877,0.9842,1.0,0.0,119.8694,73.9557,468.741,0.0309,119.8694,73.9557,468.741,0.0309,0.0,2,0.5929
India_000352,RDD2022_India,4,1,0,1,4,0.0,0.0,0.0,0,1,0,1,0.3466,0.3466,0.3466,0.0,1,0,1,0,0.8148,0.8999,1.0,0.0,153.5494,42.9175,540.9354,0.0547,153.5494,42.9175,540.9354,0.0547,0.0,3,0.5845
India_000353,RDD2022_India,3,2,0,2,3,0.0,0.0,0.0,0,1,0,1,0.3921,0.444,0.3402,0.0519,1,0,1,0,0.8316,0.9268,1.0,0.0,116.6686,78.1484,547.257,0.0582,116.6686,78.1484,547.257,0.0582,0.0,1,0.7227
India_000358,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8347,0.9239,1.0,0.0,105.7692,91.3334,862.2312,0.0371,105.7692,91.3334,862.2312,0.0371,0.0,3,0.4477
India_000361,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8447,0.9167,1.0,0.0,144.6392,53.5548,484.0198,0.0451,144.6392,53.5548,484.0198,0.0451,0.0,1,0.7316
India_000362,RDD2022_India,5,0,0,0,5,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8695,0.9691,1.0,0.0,146.7538,45.6529,286.296,0.0398,146.7538,45.6529,286.296,0.0398,0.0,1,0.504
India_000367,RDD2022_India,3,3,0,3,3,0.0,0.0,0.0,0,1,0,1,0.3566,0.3914,0.3301,0.0257,3,0,3,0,0.8142,0.8949,1.0,0.0,107.5135,73.2415,594.3166,0.052,107.5135,73.2415,594.3166,0.052,0.0,2,0.652
India_000368,RDD2022_India,5,0,0,0,5,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8284,0.924,1.0,0.0,149.4294,45.7032,51.6786,0.0193,149.4294,45.7032,51.6786,0.0193,0.0,0,0.0
India_000369,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.895,0.9839,1.0,0.0,118.0567,90.5558,407.5452,0.0297,118.0567,90.5558,407.5452,0.0297,0.0,1,0.5074
India_000371,RDD2022_India,3,1,0,1,3,0.0,0.0,0.0,0,1,0,1,0.4399,0.4399,0.4399,0.0,0,0,0,0,0.871,0.9497,1.0,0.0,128.9456,78.0778,411.6945,0.055,128.9456,78.0778,411.6945,0.055,0.0,2,0.57
India_000373,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8631,0.9586,1.0,0.0,142.9796,54.6707,137.2613,0.0149,142.9796,54.6707,137.2613,0.0149,0.0,1,0.6006
India_000379,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.2966,0.2966,0.2966,0.0,1,0,1,0,0.8577,0.9375,1.0,0.0,135.5612,82.2339,494.0153,0.0384,135.5612,82.2339,494.0153,0.0384,0.0,2,0.7908
India_000382,RDD2022_India,5,0,0,0,5,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.86,0.9437,1.0,0.0,135.1398,54.8869,387.0951,0.0313,135.1398,54.8869,387.0951,0.0313,0.0,1,0.5439
India_000383,RDD2022_India,6,0,0,0,6,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8307,0.9172,1.0,0.0,149.1961,56.8916,517.7332,0.0521,149.1961,56.8916,517.7332,0.0521,0.0,3,0.7917
India_000384,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8348,0.9359,1.0,0.0,140.0041,63.1938,178.0368,0.0232,140.0041,63.1938,178.0368,0.0232,0.0,5,0.6072
India_000389,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8592,0.9546,1.0,0.0,143.2801,53.9062,380.1281,0.0349,143.2801,53.9062,380.1281,0.0349,0.0,2,0.8018
India_000391,RDD2022_India,3,1,0,1,3,0.0,0.0,0.0,0,1,0,1,0.2829,0.2829,0.2829,0.0,1,0,1,0,0.8364,0.9253,1.0,0.0,129.8143,69.4861,167.1147,0.028,129.8143,69.4861,167.1147,0.028,0.0,4,0.9401
India_000392,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7282,0.8762,1.0,0.0,137.8161,41.9982,1007.5884,0.1049,137.8161,41.9982,1007.5884,0.1049,0.0,2,0.3814
India_000399,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7171,0.7831,1.0,0.0,148.2499,58.5908,90.8379,0.0096,148.2499,58.5908,90.8379,0.0096,0.0,5,0.6624
India_000402,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8238,0.9204,1.0,0.0,164.4938,38.1545,163.2887,0.0189,164.4938,38.1545,163.2887,0.0189,0.0,3,0.7458
India_000403,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8758,0.9894,1.0,0.0,105.5278,90.2704,154.0751,0.0239,105.5278,90.2704,154.0751,0.0239,0.0,0,0.0
India_000407,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7935,0.8739,1.0,0.0,121.7749,77.1636,1115.8308,0.0801,121.7749,77.1636,1115.8308,0.0801,0.0,6,0.7358
India_000409,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8234,0.9136,1.0,0.0,114.4816,65.5105,1866.6434,0.1022,114.4816,65.5105,1866.6434,0.1022,0.0,4,0.7226
India_000410,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8668,0.994,1.0,0.0,96.5773,82.8445,413.0267,0.0385,96.5773,82.8445,413.0267,0.0385,0.0,1,0.8031
India_000412,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.804,0.8907,1.0,0.0,154.231,45.0175,221.6689,0.0221,154.231,45.0175,221.6689,0.0221,0.0,2,0.4268
India_000414,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8545,0.9634,1.0,0.0,120.1183,76.8999,1352.9784,0.0932,120.1183,76.8999,1352.9784,0.0932,0.0,1,0.5819
India_000416,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7153,0.7892,1.0,0.0,149.3097,40.9705,326.4611,0.044,149.3097,40.9705,326.4611,0.044,0.0,1,0.2889
India_000421,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8453,0.9353,1.0,0.0,153.6882,41.0842,337.0917,0.0399,153.6882,41.0842,337.0917,0.0399,0.0,3,0.3533
India_000424,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7213,0.8561,1.0,0.0,125.1549,60.0889,406.7766,0.0502,125.1549,60.0889,406.7766,0.0502,0.0,2,0.6843
India_000427,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8918,0.9909,1.0,0.0,144.1781,50.0253,632.0943,0.0596,144.1781,50.0253,632.0943,0.0596,0.0,2,0.7144
India_000428,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8848,0.9679,1.0,0.0,104.7987,91.5799,484.8583,0.0316,104.7987,91.5799,484.8583,0.0316,0.0,1,0.729
India_000431,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8467,0.9417,1.0,0.0,128.5402,57.2864,580.4421,0.0396,128.5402,57.2864,580.4421,0.0396,0.0,2,0.5534
India_000432,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8133,0.8754,1.0,0.0,146.6563,49.8641,304.1071,0.032,146.6563,49.8641,304.1071,0.032,0.0,2,0.7843
India_000436,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.909,1.0244,1.0,0.0,124.7011,78.0637,358.5621,0.0246,124.7011,78.0637,358.5621,0.0246,0.0,0,0.0
India_000438,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8407,0.9432,1.0,0.0,154.0136,46.1701,206.2077,0.0241,154.0136,46.1701,206.2077,0.0241,0.0,1,0.6821
India_000439,RDD2022_India,8,0,0,0,8,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8567,0.9324,1.0,0.0,141.0514,51.5513,418.5095,0.0313,141.0514,51.5513,418.5095,0.0313,0.0,3,0.556
India_000440,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7894,0.863,1.0,0.0,153.4591,45.8404,438.9065,0.0453,153.4591,45.8404,438.9065,0.0453,0.0,1,0.3765
India_000446,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7907,0.8964,1.0,0.0,150.2597,54.7736,488.2746,0.0487,150.2597,54.7736,488.2746,0.0487,0.0,1,0.4033
India_000448,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8198,0.949,1.0,0.0,159.4787,48.9913,245.465,0.0353,159.4787,48.9913,245.465,0.0353,0.0,3,0.5887
India_000451,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9026,0.9998,1.0,0.0,132.527,61.6584,256.8375,0.0307,132.527,61.6584,256.8375,0.0307,0.0,1,0.5817
India_000453,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8665,0.9795,1.0,0.0,115.1452,77.9407,1114.6979,0.0689,115.1452,77.9407,1114.6979,0.0689,0.0,1,0.7375
India_000455,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9033,1.0045,1.0,0.0,119.9835,79.3147,407.979,0.0293,119.9835,79.3147,407.979,0.0293,0.0,2,0.8632
India_000456,RDD2022_India,4,2,0,2,4,0.0,0.0,0.0,0,1,0,1,0.3247,0.3578,0.2916,0.0331,2,0,2,0,0.8559,0.9527,1.0,0.0,140.0083,60.9303,1165.8088,0.0768,140.0083,60.9303,1165.8088,0.0768,0.0,2,0.7008
India_000459,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7916,0.8701,1.0,0.0,154.6757,34.3013,287.8582,0.0301,154.6757,34.3013,287.8582,0.0301,0.0,3,0.581
India_000462,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.3489,0.3489,0.3489,0.0,1,0,1,0,0.8573,0.9419,1.0,0.0,128.4303,68.3,779.2147,0.0523,128.4303,68.3,779.2147,0.0523,0.0,3,0.6946
India_000466,RDD2022_India,5,0,0,0,5,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7017,0.7675,1.0,0.0,148.3452,59.089,221.0352,0.0183,148.3452,59.089,221.0352,0.0183,0.0,1,0.5987
India_000467,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8578,0.9353,1.0,0.0,107.6123,93.0515,744.4273,0.0374,107.6123,93.0515,744.4273,0.0374,0.0,2,0.7943
India_000470,RDD2022_India,7,0,0,0,7,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8469,0.9662,1.0,0.0,158.2254,47.451,178.4602,0.026,158.2254,47.451,178.4602,0.026,0.0,1,0.7723
India_000471,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8856,0.993,1.0,0.0,137.3414,77.8985,208.5089,0.0262,137.3414,77.8985,208.5089,0.0262,0.0,2,0.7933
India_000472,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8628,0.9481,1.0,0.0,126.5929,56.6871,434.3429,0.038,126.5929,56.6871,434.3429,0.038,0.0,2,0.5885
India_000475,RDD2022_India,5,0,0,0,5,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.791,0.8575,1.0,0.0,146.3349,61.1348,294.6802,0.03,146.3349,61.1348,294.6802,0.03,0.0,0,0.0
India_000477,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7845,0.9147,1.0,0.0,158.6909,49.5139,664.2613,0.0472,158.6909,49.5139,664.2613,0.0472,0.0,1,0.3997
India_000478,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8244,0.9347,1.0,0.0,127.1448,79.1086,1044.4717,0.0791,127.1448,79.1086,1044.4717,0.0791,0.0,3,0.5019
India_000480,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7682,0.8164,1.0,0.0,110.0758,75.0269,824.6432,0.0594,110.0758,75.0269,824.6432,0.0594,0.0,1,0.7575
India_000482,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8804,0.9619,1.0,0.0,106.5158,88.5943,335.0499,0.0243,106.5158,88.5943,335.0499,0.0243,0.0,3,0.9041
India_000483,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8901,0.9876,1.0,0.0,112.5358,82.6478,167.215,0.0181,112.5358,82.6478,167.215,0.0181,0.0,1,0.6212
India_000485,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.2884,0.2884,0.2884,0.0,1,0,1,0,0.8403,0.936,1.0,0.0,152.1917,43.5814,175.6002,0.0238,152.1917,43.5814,175.6002,0.0238,0.0,4,0.5914
India_000486,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8107,0.8703,1.0,0.0,156.2361,38.1005,363.5482,0.0307,156.2361,38.1005,363.5482,0.0307,0.0,2,0.7094
India_000492,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7991,0.8688,1.0,0.0,138.943,44.8639,530.9168,0.0612,138.943,44.8639,530.9168,0.0612,0.0,2,0.2633
India_000493,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7863,0.8458,1.0,0.0,131.4776,66.2155,982.1203,0.0782,131.4776,66.2155,982.1203,0.0782,0.0,1,0.7037
India_000494,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8343,0.9106,1.0,0.0,152.149,44.031,210.0483,0.0249,152.149,44.031,210.0483,0.0249,0.0,6,0.6075
India_000495,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8254,0.9235,1.0,0.0,117.9354,77.8768,539.8052,0.0518,117.9354,77.8768,539.8052,0.0518,0.0,0,0.0
India_000498,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.88,0.9726,1.0,0.0,114.9122,75.2267,414.6021,0.0288,114.9122,75.2267,414.6021,0.0288,0.0,4,0.904
India_000500,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8753,0.9657,1.0,0.0,115.7884,74.0728,489.1551,0.0326,115.7884,74.0728,489.1551,0.0326,0.0,3,0.7955
India_000504,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7695,0.8597,1.0,0.0,147.2481,64.8669,318.0552,0.0461,147.2481,64.8669,318.0552,0.0461,0.0,3,0.6789
India_000511,RDD2022_India,2,3,1,2,1,0.3333,0.5,0.4,1,0,1,0,0.3847,0.4523,0.2506,0.0948,1,0,1,0,0.8384,0.9249,1.0,0.0,93.0664,64.3365,644.9092,0.0487,93.0664,64.3365,644.9092,0.0487,0.0,3,0.8099
India_000512,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8156,0.9499,1.0,0.0,126.3218,60.8933,254.1983,0.0296,126.3218,60.8933,254.1983,0.0296,0.0,0,0.0
India_000514,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8396,0.9169,1.0,0.0,157.8026,36.758,217.7634,0.0287,157.8026,36.758,217.7634,0.0287,0.0,2,0.6726
India_000517,RDD2022_India,5,1,0,1,5,0.0,0.0,0.0,0,1,0,1,0.4122,0.4122,0.4122,0.0,0,0,0,0,0.8594,0.956,1.0,0.0,136.8428,50.8491,513.5591,0.0424,136.8428,50.8491,513.5591,0.0424,0.0,1,0.5393
India_000522,RDD2022_India,2,2,0,2,2,0.0,0.0,0.0,0,1,0,1,0.362,0.417,0.3069,0.0551,1,0,1,0,0.884,0.9829,1.0,0.0,138.2366,43.9104,488.6271,0.0436,138.2366,43.9104,488.6271,0.0436,0.0,4,0.5574
India_000524,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7317,0.7962,1.0,0.0,146.3801,49.0301,225.1924,0.0193,146.3801,49.0301,225.1924,0.0193,0.0,2,0.6188
India_000525,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.3872,0.3872,0.3872,0.0,1,0,1,0,0.8944,1.0146,1.0,0.0,115.9381,80.3658,550.711,0.0393,115.9381,80.3658,550.711,0.0393,0.0,2,0.4439
India_000528,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.848,0.9464,1.0,0.0,148.1784,46.6899,498.6754,0.0433,148.1784,46.6899,498.6754,0.0433,0.0,5,0.5512
India_000532,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.847,0.9617,1.0,0.0,145.1682,45.6059,272.3325,0.0374,145.1682,45.6059,272.3325,0.0374,0.0,2,0.8076
India_000534,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8566,0.9666,1.0,0.0,105.295,77.2627,1936.9487,0.1011,105.295,77.2627,1936.9487,0.1011,0.0,1,0.6917
India_000535,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.796,0.874,1.0,0.0,154.9968,34.1399,472.6609,0.0355,154.9968,34.1399,472.6609,0.0355,0.0,3,0.5682
India_000537,RDD2022_India,10,0,0,0,10,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7796,0.8456,1.0,0.0,153.7526,41.8076,47.7528,0.0146,153.7526,41.8076,47.7528,0.0146,0.0,4,0.5561
India_000542,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8949,1.0195,1.0,0.0,121.5,82.1521,445.4436,0.0426,121.5,82.1521,445.4436,0.0426,0.0,2,0.3032
India_000544,RDD2022_India,4,1,0,1,4,0.0,0.0,0.0,0,1,0,1,0.496,0.496,0.496,0.0,0,0,0,0,0.7985,0.8772,1.0,0.0,145.6554,71.7621,657.6131,0.0366,145.6554,71.7621,657.6131,0.0366,0.0,1,0.5884
India_000545,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.87,0.9454,1.0,0.0,142.1089,55.8583,223.7643,0.0205,142.1089,55.8583,223.7643,0.0205,0.0,2,0.5841
India_000548,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.3822,0.3822,0.3822,0.0,1,0,1,0,0.8768,0.9771,1.0,0.0,125.0451,76.8685,928.8481,0.0503,125.0451,76.8685,928.8481,0.0503,0.0,1,0.756
India_000552,RDD2022_India,6,0,0,0,6,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8612,0.9614,1.0,0.0,164.5461,43.8929,179.593,0.0205,164.5461,43.8929,179.593,0.0205,0.0,3,0.6726
India_000555,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8775,1.002,1.0,0.0,134.997,63.7887,808.4617,0.0577,134.997,63.7887,808.4617,0.0577,0.0,2,0.7367
India_000556,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8079,0.9091,1.0,0.0,141.5148,54.2441,1134.6859,0.1173,141.5148,54.2441,1134.6859,0.1173,0.0,3,0.7086
India_000557,RDD2022_India,5,0,0,0,5,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8572,0.9592,1.0,0.0,144.8473,52.0301,318.9557,0.0333,144.8473,52.0301,318.9557,0.0333,0.0,2,0.5816
India_000560,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8395,0.9497,1.0,0.0,147.9166,53.4715,814.7346,0.0634,147.9166,53.4715,814.7346,0.0634,0.0,2,0.5041
India_000561,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8586,0.9707,1.0,0.0,116.681,77.5607,608.1406,0.0461,116.681,77.5607,608.1406,0.0461,0.0,1,0.7734
India_000562,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8185,0.9287,1.0,0.0,151.0547,49.2864,384.3103,0.0364,151.0547,49.2864,384.3103,0.0364,0.0,1,0.395
India_000563,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8554,0.9677,1.0,0.0,154.0774,46.3485,205.1312,0.0296,154.0774,46.3485,205.1312,0.0296,0.0,2,0.5792
India_000566,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8607,0.9539,1.0,0.0,119.5786,77.585,419.0225,0.039,119.5786,77.585,419.0225,0.039,0.0,2,0.9835
India_000570,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8675,0.9359,1.0,0.0,131.3314,60.4679,225.9111,0.0259,131.3314,60.4679,225.9111,0.0259,0.0,3,0.7679
