model_dataset,split,sample_id,dataset_id,original_id,isolation_group_id,image_path,materialized_image,materialized_label,is_verified_negative,longitudinal_objects,transverse_objects,alligator_objects,pothole_objects,total_objects
m_uav0,train,rdd2022_china_drone::phash6_a1cdd978cbee::china_drone_001626,rdd2022_china_drone,China_Drone_001626,phash6_a1cdd978cbee,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001626.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/7e98699b9ccb588360ce.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/7e98699b9ccb588360ce.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a1d503a063f8::china_drone_001143,rdd2022_china_drone,China_Drone_001143,phash6_a1d503a063f8,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001143.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/5f8d10b68e85691f1c6d.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/5f8d10b68e85691f1c6d.txt,false,4,3,0,0,7
m_uav0,train,rdd2022_china_drone::phash6_a1da9f634419::china_drone_000196,rdd2022_china_drone,China_Drone_000196,phash6_a1da9f634419,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000196.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/0793713ebe01714d215b.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/0793713ebe01714d215b.txt,false,1,1,0,0,2
m_uav0,train,rdd2022_china_drone::phash6_a24f71f35f2d::china_drone_002070,rdd2022_china_drone,China_Drone_002070,phash6_a24f71f35f2d,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002070.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/c24bb1f1f38b78289372.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/c24bb1f1f38b78289372.txt,false,3,3,0,0,6
m_uav0,train,rdd2022_china_drone::phash6_a250f7fd4903::china_drone_000442,rdd2022_china_drone,China_Drone_000442,phash6_a250f7fd4903,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000442.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/b33644e6d5a6f6da4814.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/b33644e6d5a6f6da4814.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a25d6da27364::china_drone_002030,rdd2022_china_drone,China_Drone_002030,phash6_a25d6da27364,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002030.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/26f71626079e44d1ef2b.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/26f71626079e44d1ef2b.txt,false,0,0,1,0,1
m_uav0,train,rdd2022_china_drone::phash6_a261be989edc::china_drone_000011,rdd2022_china_drone,China_Drone_000011,phash6_a261be989edc,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000011.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/9dd522fd3eb6bac760e9.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/9dd522fd3eb6bac760e9.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a2650cff823f::china_drone_000535,rdd2022_china_drone,China_Drone_000535,phash6_a2650cff823f,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000535.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/88726184ad677b258776.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/88726184ad677b258776.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a283c0e99f97::china_drone_001484,rdd2022_china_drone,China_Drone_001484,phash6_a283c0e99f97,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001484.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/61bd76b6749538433827.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/61bd76b6749538433827.txt,false,1,3,0,0,4
m_uav0,train,rdd2022_china_drone::phash6_a2d98a2d9d3e::china_drone_001316,rdd2022_china_drone,China_Drone_001316,phash6_a2d98a2d9d3e,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001316.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/b411d1e6146ecac8cfdb.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/b411d1e6146ecac8cfdb.txt,false,3,0,0,0,3
m_uav0,train,rdd2022_china_drone::phash6_a306fa62f677::china_drone_002340,rdd2022_china_drone,China_Drone_002340,phash6_a306fa62f677,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002340.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/34bc8b016cb48853d1a8.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/34bc8b016cb48853d1a8.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a30af1b747e5::china_drone_001263,rdd2022_china_drone,China_Drone_001263,phash6_a30af1b747e5,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001263.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/3c9a7267b5e1aa833a3c.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/3c9a7267b5e1aa833a3c.txt,false,5,0,0,0,5
m_uav0,train,rdd2022_china_drone::phash6_a39df73cd2c1::china_drone_000491,rdd2022_china_drone,China_Drone_000491,phash6_a39df73cd2c1,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000491.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/2edf070dee1f618353bc.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/2edf070dee1f618353bc.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a3bf880812da::china_drone_001206,rdd2022_china_drone,China_Drone_001206,phash6_a3bf880812da,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001206.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/d549f9b882aff5c7d6b0.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/d549f9b882aff5c7d6b0.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a3c5d10dfff4::china_drone_001820,rdd2022_china_drone,China_Drone_001820,phash6_a3c5d10dfff4,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001820.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/a5794e7547219d6354ec.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/a5794e7547219d6354ec.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a3c88b7af943::china_drone_001652,rdd2022_china_drone,China_Drone_001652,phash6_a3c88b7af943,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001652.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/c3162be0210d52410e98.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/c3162be0210d52410e98.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a3f30acee286::china_drone_000490,rdd2022_china_drone,China_Drone_000490,phash6_a3f30acee286,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000490.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/e6fbd15de7cd55d14d25.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/e6fbd15de7cd55d14d25.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a454958f2be4::china_drone_001297,rdd2022_china_drone,China_Drone_001297,phash6_a454958f2be4,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001297.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/35fe6a2c86b2c7614836.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/35fe6a2c86b2c7614836.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a487728df52c::china_drone_000150,rdd2022_china_drone,China_Drone_000150,phash6_a487728df52c,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000150.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/d969764bb4c8043c570d.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/d969764bb4c8043c570d.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a52363bef4dc::china_drone_000461,rdd2022_china_drone,China_Drone_000461,phash6_a52363bef4dc,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000461.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/697ccd9762f0c62af9a6.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/697ccd9762f0c62af9a6.txt,false,1,1,0,0,2
m_uav0,train,rdd2022_china_drone::phash6_a52b8a12a0e5::china_drone_002244,rdd2022_china_drone,China_Drone_002244,phash6_a52b8a12a0e5,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002244.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/2926b172dbabb40ff2e8.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/2926b172dbabb40ff2e8.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a575b9dc20d3::china_drone_000293,rdd2022_china_drone,China_Drone_000293,phash6_a575b9dc20d3,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000293.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/fbace425b1cfb4356ee0.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/fbace425b1cfb4356ee0.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a5eb735df457::china_drone_000439,rdd2022_china_drone,China_Drone_000439,phash6_a5eb735df457,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000439.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/ad72a0668194ac611bc2.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/ad72a0668194ac611bc2.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a64cf20dd81a::china_drone_001391,rdd2022_china_drone,China_Drone_001391,phash6_a64cf20dd81a,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001391.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/b215b029df8c7b248c5c.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/b215b029df8c7b248c5c.txt,true,0,0,0,0,0
m_uav0,train,rdd2022_china_drone::phash6_a6bf9a4ce344::china_drone_001868,rdd2022_china_drone,China_Drone_001868,phash6_a6bf9a4ce344,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001868.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/d6711ad6a42d77c264f5.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/d6711ad6a42d77c264f5.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a6e65063185c::china_drone_002333,rdd2022_china_drone,China_Drone_002333,phash6_a6e65063185c,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002333.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/09f6d321fa80eba6c23d.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/09f6d321fa80eba6c23d.txt,false,3,1,0,0,4
m_uav0,train,rdd2022_china_drone::phash6_a6ef82b54bc0::china_drone_002380,rdd2022_china_drone,China_Drone_002380,phash6_a6ef82b54bc0,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002380.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/72ffee22f93f639bd360.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/72ffee22f93f639bd360.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a71b06432424::china_drone_001136,rdd2022_china_drone,China_Drone_001136,phash6_a71b06432424,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001136.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/315c2afb25500e202e23.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/315c2afb25500e202e23.txt,false,1,1,0,0,2
m_uav0,train,rdd2022_china_drone::phash6_a75b57be0108::china_drone_002125,rdd2022_china_drone,China_Drone_002125,phash6_a75b57be0108,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002125.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/2566bf18808598e2809f.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/2566bf18808598e2809f.txt,false,0,2,0,0,2
m_uav0,train,rdd2022_china_drone::phash6_a76f97957456::china_drone_001893,rdd2022_china_drone,China_Drone_001893,phash6_a76f97957456,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001893.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/2781f9166921f605e914.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/2781f9166921f605e914.txt,false,2,1,0,0,3
m_uav0,train,rdd2022_china_drone::phash6_a7996d6b9ee7::china_drone_002374,rdd2022_china_drone,China_Drone_002374,phash6_a7996d6b9ee7,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002374.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/8378fa9acd272a754c6a.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/8378fa9acd272a754c6a.txt,false,3,2,0,0,5
m_uav0,train,rdd2022_china_drone::phash6_a7c6c41aec3e::china_drone_001038,rdd2022_china_drone,China_Drone_001038,phash6_a7c6c41aec3e,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001038.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/7296de247989df210391.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/7296de247989df210391.txt,false,2,1,0,0,3
m_uav0,train,rdd2022_china_drone::phash6_a84427fc2b15::china_drone_001415,rdd2022_china_drone,China_Drone_001415,phash6_a84427fc2b15,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001415.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/fac458e668091a4d5cef.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/fac458e668091a4d5cef.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a861bea8e523::china_drone_001977,rdd2022_china_drone,China_Drone_001977,phash6_a861bea8e523,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001977.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/4bfe59a7516dfdbb69b6.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/4bfe59a7516dfdbb69b6.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a8786822aae1::china_drone_001004,rdd2022_china_drone,China_Drone_001004,phash6_a8786822aae1,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001004.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/4b97719b6589e020ca84.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/4b97719b6589e020ca84.txt,false,1,1,1,0,3
m_uav0,train,rdd2022_china_drone::phash6_a87ce7bb339c::china_drone_000083,rdd2022_china_drone,China_Drone_000083,phash6_a87ce7bb339c,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000083.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/144ab2d661d2564b29af.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/144ab2d661d2564b29af.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a91d0039ac1e::china_drone_000460,rdd2022_china_drone,China_Drone_000460,phash6_a91d0039ac1e,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000460.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/fc2c9e215446a342c023.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/fc2c9e215446a342c023.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a94503ec6fc5::china_drone_002398,rdd2022_china_drone,China_Drone_002398,phash6_a94503ec6fc5,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002398.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/e540f94fa6d2ecaa6778.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/e540f94fa6d2ecaa6778.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a97473b82122::china_drone_000075,rdd2022_china_drone,China_Drone_000075,phash6_a97473b82122,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000075.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/7a3d2f0649b89a312166.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/7a3d2f0649b89a312166.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_a9ea46d5c421::china_drone_001761,rdd2022_china_drone,China_Drone_001761,phash6_a9ea46d5c421,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001761.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/b6d501733717609f47e7.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/b6d501733717609f47e7.txt,false,2,1,0,0,3
m_uav0,train,rdd2022_china_drone::phash6_a9ff67289ffd::china_drone_000562,rdd2022_china_drone,China_Drone_000562,phash6_a9ff67289ffd,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000562.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/0d7a8315375bc3cc6812.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/0d7a8315375bc3cc6812.txt,false,1,2,0,0,3
m_uav0,train,rdd2022_china_drone::phash6_aa3cad1c77db::china_drone_001543,rdd2022_china_drone,China_Drone_001543,phash6_aa3cad1c77db,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001543.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/c37f66be73dbb279994c.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/c37f66be73dbb279994c.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_aac66256b73b::china_drone_001126,rdd2022_china_drone,China_Drone_001126,phash6_aac66256b73b,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001126.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/8202a172bd8632e6bedf.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/8202a172bd8632e6bedf.txt,false,0,2,0,0,2
m_uav0,train,rdd2022_china_drone::phash6_aad95b3a5bc9::china_drone_001394,rdd2022_china_drone,China_Drone_001394,phash6_aad95b3a5bc9,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001394.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/1d401d54c365ec62c83e.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/1d401d54c365ec62c83e.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_ab507be9e490::china_drone_002349,rdd2022_china_drone,China_Drone_002349,phash6_ab507be9e490,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002349.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/1661f0fcdb7f85e2a02a.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/1661f0fcdb7f85e2a02a.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_ab6859f11196::china_drone_000185,rdd2022_china_drone,China_Drone_000185,phash6_ab6859f11196,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000185.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/c0f333eedd013bef9664.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/c0f333eedd013bef9664.txt,false,2,0,0,0,2
m_uav0,train,rdd2022_china_drone::phash6_ab8d1510e45d::china_drone_000355,rdd2022_china_drone,China_Drone_000355,phash6_ab8d1510e45d,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000355.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/bfb5f25d694e06e34dfc.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/bfb5f25d694e06e34dfc.txt,false,2,0,0,0,2
m_uav0,train,rdd2022_china_drone::phash6_ab920095fea9::china_drone_000498,rdd2022_china_drone,China_Drone_000498,phash6_ab920095fea9,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000498.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/7ec45bb8febb5c4ad741.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/7ec45bb8febb5c4ad741.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_aba9644bd3bd::china_drone_002127,rdd2022_china_drone,China_Drone_002127,phash6_aba9644bd3bd,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002127.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/d24079d5dd79632e6008.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/d24079d5dd79632e6008.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_abb2d2ceec37::china_drone_001413,rdd2022_china_drone,China_Drone_001413,phash6_abb2d2ceec37,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001413.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/772b520140a74ef90b9f.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/772b520140a74ef90b9f.txt,false,1,2,0,0,3
m_uav0,train,rdd2022_china_drone::phash6_abc9b7dc7d0d::china_drone_002223,rdd2022_china_drone,China_Drone_002223,phash6_abc9b7dc7d0d,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002223.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/ec12c9a37fb4b9e42834.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/ec12c9a37fb4b9e42834.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_abe05baf7c9b::china_drone_000320,rdd2022_china_drone,China_Drone_000320,phash6_abe05baf7c9b,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000320.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/cdf677a605df25dcb50c.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/cdf677a605df25dcb50c.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_abf5d73583ac::china_drone_000147,rdd2022_china_drone,China_Drone_000147,phash6_abf5d73583ac,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000147.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/0117ee66ac7f2b21d9ee.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/0117ee66ac7f2b21d9ee.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_ac1131df7291::china_drone_002222,rdd2022_china_drone,China_Drone_002222,phash6_ac1131df7291,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_002222.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/454dd9e1cf87fe5fcc55.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/454dd9e1cf87fe5fcc55.txt,false,0,0,1,0,1
m_uav0,train,rdd2022_china_drone::phash6_ac475f8d4967::china_drone_001747,rdd2022_china_drone,China_Drone_001747,phash6_ac475f8d4967,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001747.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/a4224c4eb160392ef259.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/a4224c4eb160392ef259.txt,false,0,3,0,0,3
m_uav0,train,rdd2022_china_drone::phash6_ac5daa992d01::china_drone_001124,rdd2022_china_drone,China_Drone_001124,phash6_ac5daa992d01,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001124.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/9dbf0337c68c4361aa01.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/9dbf0337c68c4361aa01.txt,false,1,0,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_ad4903c82214::china_drone_000519,rdd2022_china_drone,China_Drone_000519,phash6_ad4903c82214,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000519.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/9656df08be0ae97bd2ad.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/9656df08be0ae97bd2ad.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_ad4903c82214::china_drone_000975,rdd2022_china_drone,China_Drone_000975,phash6_ad4903c82214,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000975.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/6e31bd8dd347eb5aeff6.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/6e31bd8dd347eb5aeff6.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_ad91c32176d9::china_drone_000008,rdd2022_china_drone,China_Drone_000008,phash6_ad91c32176d9,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_000008.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/b29445bc508b928d9982.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/b29445bc508b928d9982.txt,false,0,1,0,0,1
m_uav0,train,rdd2022_china_drone::phash6_ae506c3f4649::china_drone_001237,rdd2022_china_drone,China_Drone_001237,phash6_ae506c3f4649,RoadSentinel_datasets/rdd2022_full/China_Drone/China_Drone/train/images/China_Drone_001237.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/images/train/80996ad25ad270fbe369.jpg,data/external_uav/prepared/uav2a_pilot/m_uav0/labels/train/80996ad25ad270fbe369.txt,false,1,0,0,0,1
