sample_id,dataset_id,original_id,group_id,role,image_path,annotation_path,annotation_format,source_classes,canonical_classes,damage_state,is_external_test,group_method,independence_status,phase1_role,partition,isolation_group_id,role_adjustment,yolo_training,dinov2_reference_bank,sam2_development_candidate,highrpd_pretraining_candidate,dinov2_threshold_calibration,reliability_calibration,model_validation,china_heldout_test,uav_pdd_heldout_test,uapd_evaluation_candidate,poznan_evaluation,india_dashcam_stress_test,sam2_final_mask_test,pilot_eligible,canonical_empty_decision
highrpd::dji_20230707094604_0024::dji_20230707094604_0024_640_05_05,highrpd,DJI_20230707094604_0024_640_05_05,DJI_20230707094604_0024,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094604_0024_640_05_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094604_0024_640_05_05.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094604_0024,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094604_0024::dji_20230707094604_0024_640_05_06,highrpd,DJI_20230707094604_0024_640_05_06,DJI_20230707094604_0024,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094604_0024_640_05_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094604_0024_640_05_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094604_0024,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094604_0024::dji_20230707094604_0024_640_07_06,highrpd,DJI_20230707094604_0024_640_07_06,DJI_20230707094604_0024,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094604_0024_640_07_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094604_0024_640_07_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094604_0024,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094604_0024::dji_20230707094604_0024_640_08_07,highrpd,DJI_20230707094604_0024_640_08_07,DJI_20230707094604_0024,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094604_0024_640_08_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094604_0024_640_08_07.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094604_0024,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_00_06,highrpd,DJI_20230707094605_0025_640_00_06,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_00_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_00_06.txt,yolo,pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_01_05,highrpd,DJI_20230707094605_0025_640_01_05,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_01_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_01_05.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_01_06,highrpd,DJI_20230707094605_0025_640_01_06,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_01_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_01_06.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_02_06,highrpd,DJI_20230707094605_0025_640_02_06,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_02_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_02_06.txt,yolo,pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_03_05,highrpd,DJI_20230707094605_0025_640_03_05,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_03_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_03_05.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_03_07,highrpd,DJI_20230707094605_0025_640_03_07,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_03_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_03_07.txt,yolo,pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_04_06,highrpd,DJI_20230707094605_0025_640_04_06,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_04_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_04_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_05_06,highrpd,DJI_20230707094605_0025_640_05_06,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_05_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_05_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_05_07,highrpd,DJI_20230707094605_0025_640_05_07,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_05_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_05_07.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_06_05,highrpd,DJI_20230707094605_0025_640_06_05,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_06_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_06_05.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_06_06,highrpd,DJI_20230707094605_0025_640_06_06,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_06_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_06_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_06_07,highrpd,DJI_20230707094605_0025_640_06_07,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_06_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_06_07.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_07_05,highrpd,DJI_20230707094605_0025_640_07_05,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_07_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_07_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_07_06,highrpd,DJI_20230707094605_0025_640_07_06,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_07_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_07_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_07_07,highrpd,DJI_20230707094605_0025_640_07_07,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_07_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_07_07.txt,yolo,pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094605_0025::dji_20230707094605_0025_640_08_07,highrpd,DJI_20230707094605_0025_640_08_07,DJI_20230707094605_0025,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094605_0025_640_08_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094605_0025_640_08_07.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094605_0025,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_00_04,highrpd,DJI_20230707094606_0026_640_00_04,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_00_04.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_00_04.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_01_05,highrpd,DJI_20230707094606_0026_640_01_05,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_01_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_01_05.txt,yolo,line|pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_01_06,highrpd,DJI_20230707094606_0026_640_01_06,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_01_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_01_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_02_06,highrpd,DJI_20230707094606_0026_640_02_06,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_02_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_02_06.txt,yolo,line|pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_03_05,highrpd,DJI_20230707094606_0026_640_03_05,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_03_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_03_05.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_03_06,highrpd,DJI_20230707094606_0026_640_03_06,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_03_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_03_06.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_04_06,highrpd,DJI_20230707094606_0026_640_04_06,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_04_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_04_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_05_07,highrpd,DJI_20230707094606_0026_640_05_07,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_05_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_05_07.txt,yolo,line|pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_06_05,highrpd,DJI_20230707094606_0026_640_06_05,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_06_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_06_05.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_06_06,highrpd,DJI_20230707094606_0026_640_06_06,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_06_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_06_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094606_0026::dji_20230707094606_0026_640_07_06,highrpd,DJI_20230707094606_0026_640_07_06,DJI_20230707094606_0026,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094606_0026_640_07_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094606_0026_640_07_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094606_0026,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_00_03,highrpd,DJI_20230707094607_0027_640_00_03,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_00_03.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_00_03.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_00_05,highrpd,DJI_20230707094607_0027_640_00_05,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_00_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_00_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_02_04,highrpd,DJI_20230707094607_0027_640_02_04,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_02_04.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_02_04.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_02_05,highrpd,DJI_20230707094607_0027_640_02_05,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_02_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_02_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_02_06,highrpd,DJI_20230707094607_0027_640_02_06,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_02_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_02_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_03_05,highrpd,DJI_20230707094607_0027_640_03_05,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_03_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_03_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_03_06,highrpd,DJI_20230707094607_0027_640_03_06,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_03_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_03_06.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_04_05,highrpd,DJI_20230707094607_0027_640_04_05,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_04_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_04_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_04_06,highrpd,DJI_20230707094607_0027_640_04_06,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_04_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_04_06.txt,yolo,pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_05_05,highrpd,DJI_20230707094607_0027_640_05_05,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_05_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_05_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_05_06,highrpd,DJI_20230707094607_0027_640_05_06,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_05_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_05_06.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_05_07,highrpd,DJI_20230707094607_0027_640_05_07,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_05_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_05_07.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_06_06,highrpd,DJI_20230707094607_0027_640_06_06,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_06_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_06_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_06_07,highrpd,DJI_20230707094607_0027_640_06_07,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_06_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_06_07.txt,yolo,pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_07_05,highrpd,DJI_20230707094607_0027_640_07_05,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_07_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_07_05.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::dji_20230707094607_0027::dji_20230707094607_0027_640_08_05,highrpd,DJI_20230707094607_0027_640_08_05,DJI_20230707094607_0027,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/DJI_20230707094607_0027_640_08_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/DJI_20230707094607_0027_640_08_05.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,DJI_20230707094607_0027,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
