segment_id,day,image_id,current_severity,scenario,days_ahead,rainfall_level,traffic_level,temperature,water_exposure,predicted_future_severity,predicted_change,model_name,forecast_label
SEG_001,10,SEG_001_day_10,0.0,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.3057,-0.0098,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.3057,-0.0098,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.3057,-0.0098,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.3057,-0.0098,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.3057,-0.0098,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.3057,-0.0098,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3252,0.0097,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3252,0.0097,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3252,0.0097,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.3143,-0.0012,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.3143,-0.0012,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.3143,-0.0012,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3249,0.0094,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3249,0.0094,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,1,SEG_002_day_01,0.3155,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3249,0.0094,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.3108,-0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.3108,-0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.3108,-0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.3108,-0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.3108,-0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.3108,-0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3303,-0.0195,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3303,-0.0195,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3303,-0.0195,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.3194,-0.0304,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.3194,-0.0304,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.3194,-0.0304,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.33,-0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.33,-0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,2,SEG_002_day_02,0.3498,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.33,-0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.2808,0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.2808,0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.2808,0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.2808,0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.2808,0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.2808,0.0198,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3003,0.0393,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3003,0.0393,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3003,0.0393,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.2893,0.0283,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.2893,0.0283,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.2893,0.0283,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3,0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3,0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,3,SEG_002_day_03,0.261,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3,0.039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.3283,-0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.3283,-0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.3283,-0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.3283,-0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.3283,-0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.3283,-0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3478,-0.0209,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3478,-0.0209,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3478,-0.0209,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.3368,-0.0319,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.3368,-0.0319,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.3368,-0.0319,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3475,-0.0212,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3475,-0.0212,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,4,SEG_002_day_04,0.3687,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3475,-0.0212,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.7446,0.0368,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.7446,0.0368,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.7446,0.0368,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.7446,0.0368,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.7446,0.0368,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.7446,0.0368,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.7645,0.0567,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.7645,0.0567,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.7645,0.0567,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.7536,0.0458,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.7536,0.0458,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.7536,0.0458,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.7614,0.0536,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.7614,0.0536,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,5,SEG_002_day_05,0.7078,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.7614,0.0536,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.3108,-0.0383,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.3108,-0.0383,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.3108,-0.0383,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.3108,-0.0383,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.3108,-0.0383,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.3108,-0.0383,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3303,-0.0188,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3303,-0.0188,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3303,-0.0188,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.3194,-0.0297,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.3194,-0.0297,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.3194,-0.0297,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.33,-0.0191,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.33,-0.0191,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,6,SEG_002_day_06,0.3491,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.33,-0.0191,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.2808,0.0257,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.2808,0.0257,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.2808,0.0257,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.2808,0.0257,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.2808,0.0257,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.2808,0.0257,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3003,0.0452,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3003,0.0452,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3003,0.0452,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.2893,0.0342,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.2893,0.0342,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.2893,0.0342,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3,0.0449,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3,0.0449,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,7,SEG_002_day_07,0.2551,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3,0.0449,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.3057,-0.0231,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.3057,-0.0231,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.3057,-0.0231,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.3057,-0.0231,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.3057,-0.0231,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.3057,-0.0231,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3252,-0.0036,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3252,-0.0036,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3252,-0.0036,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.3143,-0.0145,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.3143,-0.0145,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.3143,-0.0145,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3249,-0.0039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3249,-0.0039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,8,SEG_002_day_08,0.3288,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3249,-0.0039,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,9,SEG_002_day_09,0.3276,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.3057,-0.0219,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,9,SEG_002_day_09,0.3276,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.3057,-0.0219,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,9,SEG_002_day_09,0.3276,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.3057,-0.0219,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_002,9,SEG_002_day_09,0.3276,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.3057,-0.0219,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
